incident_id,latitude,longitude,area_name,crime_type,severity,time_of_day,date
INC00271,19.042211,73.028524,DY Patil Stadium Area,Robbery,5,Night (21-6),2024-03-04
INC00272,19.033149,73.024987,Nerul Sector 22,Suspicious Activity / Loitering,2,Evening (17-21),2024-06-26
INC00273,19.033297,73.028739,"Juhu Nagar, Nerul",Assault,4,Evening (17-21),2024-07-15
INC00274,19.016232,73.021388,Nerul Sector 40,Theft,2,Night (21-6),2025-12-07
INC00275,19.032536,73.02079,Nerul Balaji Mandir Area,Theft,2,Morning (6-12),2025-11-23
INC00276,19.029038,73.020841,Nerul Sector 3,Assault,4,Afternoon (12-17),2024-10-21
INC00277,19.039271,73.010539,Nerul Sector 20,Theft,3,Afternoon (12-17),2025-07-05
INC00278,19.015964,73.020569,Nerul Sector 50 (Seawoods),Stalking,3,Evening (17-21),2025-08-23
INC00279,19.01594,73.024359,Nerul Sector 40,Kidnapping Attempt,5,Evening (17-21),2024-02-23
INC00280,19.044806,73.015739,Nerul Sector 21,Eve Teasing / Harassment,2,Morning (6-12),2025-07-17
INC00281,19.027255,73.02448,Nerul Sector 23,Suspicious Activity / Loitering,2,Night (21-6),2024-10-21
INC00282,19.034783,73.012973,Nerul Lake Garden,Eve Teasing / Harassment,2,Evening (17-21),2024-02-08
INC00283,19.027343,73.023701,Nerul Sector 23,Chain Snatching,4,Night (21-6),2024-07-09
INC00284,19.014514,73.013574,Seawoods Grand Central,Domestic Violence (reported outdoors),2,Night (21-6),2024-12-09
INC00285,19.011135,73.01863,Seawoods Grand Central,Kidnapping Attempt,5,Night (21-6),2024-05-17
INC00286,19.036744,73.020542,Nerul Sector 8,Eve Teasing / Harassment,3,Afternoon (12-17),2025-04-14
INC00287,19.014249,73.015113,Nerul Sector 50 (Seawoods),Assault,5,Evening (17-21),2024-07-16
INC00288,19.028888,73.02211,Nerul Sector 23,Robbery,5,Evening (17-21),2024-03-29
INC00289,19.036354,73.025478,Nerul East,Stalking,4,Evening (17-21),2024-09-11
INC00290,19.031986,73.017584,Nerul Railway Station Area,Theft,2,Evening (17-21),2025-08-09
INC00291,19.031992,73.018576,Nerul Railway Station Area,Molestation,3,Night (21-6),2025-04-21
INC00292,19.008778,73.018989,Seawoods Grand Central,Theft,1,Evening (17-21),2024-10-29
INC00293,19.035917,73.007753,Nerul West,Stalking,4,Afternoon (12-17),2025-09-12
INC00294,19.034327,73.010394,Nerul West,Suspicious Activity / Loitering,1,Night (21-6),2025-11-27
INC00295,19.040704,73.011225,Nerul Sector 20,Assault,3,Night (21-6),2024-04-24
INC00296,19.04243,73.018923,Nerul Sector 19A,Molestation,4,Afternoon (12-17),2025-06-16
INC00297,19.02693,73.027643,"Juhu Nagar, Nerul",Domestic Violence (reported outdoors),4,Morning (6-12),2025-06-06
INC00298,19.03247,73.029627,"Juhu Nagar, Nerul",Kidnapping Attempt,5,Evening (17-21),2024-02-29
INC00299,19.029699,73.019455,Nerul Sector 3,Chain Snatching,4,Afternoon (12-17),2024-01-04
INC00300,19.030626,73.004362,Nerul Sector 28,Assault,3,Evening (17-21),2024-03-02
INC00301,19.044389,73.010777,Nerul Sector 20,Theft,3,Afternoon (12-17),2024-05-18
INC00302,19.043996,73.030131,DY Patil Stadium Area,Suspicious Activity / Loitering,2,Evening (17-21),2025-11-30
INC00303,19.027064,73.019882,Nerul Sector 3,Eve Teasing / Harassment,2,Night (21-6),2025-02-06
INC00304,19.034019,73.02683,Nerul Sector 8,Chain Snatching,3,Night (21-6),2025-04-19
INC00305,19.029393,73.016034,Nerul Sector 3,Molestation,4,Evening (17-21),2024-06-07
INC00306,19.010008,73.022002,Nerul Sector 50 (Seawoods),Eve Teasing / Harassment,2,Night (21-6),2025-03-05
INC00307,19.031825,73.016238,Nerul Railway Station Area,Domestic Violence (reported outdoors),2,Evening (17-21),2025-11-19
INC00308,19.037758,73.012054,Nerul Sector 19A,Suspicious Activity / Loitering,1,Evening (17-21),2024-02-27
INC00309,19.033031,73.022814,Nerul Sector 22,Domestic Violence (reported outdoors),3,Evening (17-21),2025-11-19
INC00310,19.034395,73.01951,Nerul Lake Garden,Kidnapping Attempt,5,Evening (17-21),2024-10-08
INC00311,19.040254,73.016433,Nerul Sector 19A,Stalking,4,Evening (17-21),2024-02-18
INC00312,19.038533,73.011371,Nerul West,Kidnapping Attempt,5,Night (21-6),2025-02-22
INC00313,19.031399,73.021971,Nerul Sector 22,Kidnapping Attempt,5,Afternoon (12-17),2024-08-18
INC00314,19.01436,73.014655,Seawoods Grand Central,Suspicious Activity / Loitering,1,Evening (17-21),2025-03-02
INC00315,19.03024,73.016107,Nerul Sector 3,Theft,2,Evening (17-21),2024-03-21
INC00316,19.032777,73.02674,"Juhu Nagar, Nerul",Molestation,3,Afternoon (12-17),2025-11-20
INC00317,19.042789,73.013205,Nerul Sector 19A,Domestic Violence (reported outdoors),3,Evening (17-21),2024-12-06
INC00318,19.015156,73.013623,Seawoods Grand Central,Molestation,3,Night (21-6),2025-05-05
INC00319,19.019565,73.02463,Nerul Sector 40,Robbery,4,Evening (17-21),2024-10-16
INC00320,19.03473,73.02919,Nerul East,Theft,2,Evening (17-21),2025-05-24
INC00321,19.026789,73.033851,"Juhu Nagar, Nerul",Suspicious Activity / Loitering,1,Night (21-6),2025-01-14
INC00322,19.035811,73.017,Nerul Lake Garden,Molestation,4,Morning (6-12),2025-07-20
INC00323,19.043362,73.02457,DY Patil Stadium Area,Molestation,5,Evening (17-21),2024-09-08
INC00324,19.034405,73.025548,Nerul Balaji Mandir Area,Assault,4,Night (21-6),2025-05-15
INC00325,19.033687,73.023862,Nerul Balaji Mandir Area,Assault,4,Morning (6-12),2025-07-13
INC00326,19.031472,73.025115,Nerul Balaji Mandir Area,Chain Snatching,2,Night (21-6),2024-03-17
INC00327,19.041915,73.014999,Nerul Sector 19A,Molestation,3,Night (21-6),2024-01-10
INC00328,19.030046,73.006986,Nerul Sector 28,Domestic Violence (reported outdoors),4,Night (21-6),2024-01-17
INC00329,19.034158,73.018991,Nerul Railway Station Area,Chain Snatching,3,Evening (17-21),2024-10-20
INC00330,19.033918,73.021283,Nerul Railway Station Area,Robbery,4,Morning (6-12),2024-04-08
INC00331,19.034191,73.020535,Nerul Sector 8,Kidnapping Attempt,5,Night (21-6),2024-09-30
INC00332,19.031632,73.031674,Nerul East,Suspicious Activity / Loitering,1,Night (21-6),2024-08-19
INC00333,19.012972,73.020283,Seawoods Grand Central,Chain Snatching,2,Evening (17-21),2025-01-21
INC00334,19.029808,73.018094,Nerul Sector 3,Stalking,2,Evening (17-21),2025-03-20
INC00335,19.037027,73.019364,Nerul Lake Garden,Eve Teasing / Harassment,1,Afternoon (12-17),2025-12-09
INC00336,19.032169,73.025393,Nerul Balaji Mandir Area,Theft,1,Afternoon (12-17),2024-11-18
INC00337,19.037592,73.020396,Nerul Railway Station Area,Robbery,3,Afternoon (12-17),2025-07-31
INC00338,19.018534,73.025796,Nerul Sector 40,Kidnapping Attempt,5,Evening (17-21),2024-05-23
INC00339,19.040506,73.014795,Nerul Sector 20,Chain Snatching,2,Evening (17-21),2024-03-18
INC00340,19.037341,73.017411,Nerul Lake Garden,Domestic Violence (reported outdoors),4,Night (21-6),2024-11-30
INC00341,19.034973,73.021968,Nerul Railway Station Area,Suspicious Activity / Loitering,2,Afternoon (12-17),2025-07-20
INC00342,19.034455,73.029438,Nerul East,Robbery,3,Night (21-6),2024-10-29
INC00343,19.019705,73.019656,Nerul Sector 40,Stalking,4,Night (21-6),2025-10-11
INC00344,19.034917,73.023033,Nerul Sector 22,Eve Teasing / Harassment,1,Morning (6-12),2024-11-11
INC00345,19.028879,73.028158,"Juhu Nagar, Nerul",Stalking,2,Afternoon (12-17),2025-04-04
INC00346,19.030438,73.016264,Nerul Sector 3,Chain Snatching,2,Evening (17-21),2024-04-05
INC00347,19.03941,73.012599,Nerul Lake Garden,Robbery,5,Night (21-6),2025-07-26
INC00348,19.018576,73.020357,Nerul Sector 40,Robbery,4,Morning (6-12),2024-11-04
INC00349,19.012445,73.015506,Nerul Sector 50 (Seawoods),Robbery,5,Evening (17-21),2025-05-10
INC00350,19.039389,73.014554,Nerul Sector 20,Suspicious Activity / Loitering,1,Evening (17-21),2024-05-18
INC00351,19.007554,73.016666,Seawoods Grand Central,Domestic Violence (reported outdoors),4,Night (21-6),2024-12-03
INC00352,19.028678,73.032524,"Juhu Nagar, Nerul",Domestic Violence (reported outdoors),3,Evening (17-21),2025-09-09
INC00353,19.029832,73.005421,Nerul Sector 28,Robbery,4,Afternoon (12-17),2025-12-12
INC00354,19.037742,73.024256,Nerul Balaji Mandir Area,Assault,5,Afternoon (12-17),2025-02-06
INC00355,19.031911,73.010511,Nerul West,Domestic Violence (reported outdoors),3,Night (21-6),2025-07-17
INC00356,19.037524,73.019393,Nerul Railway Station Area,Molestation,5,Night (21-6),2025-12-10
INC00357,19.043052,73.013365,Nerul Sector 20,Robbery,5,Morning (6-12),2024-11-06
INC00358,19.016021,73.020233,Nerul Sector 40,Robbery,5,Morning (6-12),2025-09-04
INC00359,19.034658,73.022275,Nerul Balaji Mandir Area,Robbery,3,Night (21-6),2025-01-03
INC00360,19.030751,73.020315,Nerul Sector 3,Eve Teasing / Harassment,2,Night (21-6),2024-12-29
INC00361,19.029176,73.017354,Nerul Sector 23,Robbery,4,Night (21-6),2025-03-16
INC00362,19.041584,73.01207,Nerul Sector 21,Kidnapping Attempt,5,Evening (17-21),2025-02-04
INC00363,19.032179,73.030709,"Juhu Nagar, Nerul",Kidnapping Attempt,5,Evening (17-21),2024-01-26
INC00364,19.030836,73.021328,Nerul Balaji Mandir Area,Eve Teasing / Harassment,1,Night (21-6),2024-05-25
INC00365,19.033495,73.009643,Nerul West,Molestation,5,Evening (17-21),2024-04-09
INC00366,19.031776,73.02962,"Juhu Nagar, Nerul",Eve Teasing / Harassment,2,Morning (6-12),2025-12-28
INC00367,19.041681,73.012745,Nerul Sector 21,Eve Teasing / Harassment,2,Night (21-6),2024-09-06
INC00368,19.034396,73.020281,Nerul Sector 8,Kidnapping Attempt,5,Night (21-6),2024-08-25
INC00369,19.036038,73.025491,Nerul East,Robbery,5,Morning (6-12),2025-09-20
INC00370,19.029597,73.007436,Nerul Sector 28,Chain Snatching,3,Afternoon (12-17),2025-12-21
INC00371,19.041119,73.013396,Nerul Sector 20,Kidnapping Attempt,5,Evening (17-21),2024-07-20
INC00372,19.026912,73.031366,"Juhu Nagar, Nerul",Suspicious Activity / Loitering,1,Evening (17-21),2025-09-17
INC00373,19.035696,73.026783,Nerul East,Suspicious Activity / Loitering,1,Night (21-6),2025-12-23
INC00374,19.014849,73.018221,Seawoods Grand Central,Stalking,3,Morning (6-12),2024-11-08
INC00375,19.042964,73.015547,Nerul Sector 21,Kidnapping Attempt,5,Evening (17-21),2024-05-21
INC00376,19.034384,73.027893,Nerul East,Kidnapping Attempt,5,Evening (17-21),2025-05-16
INC00377,19.008622,73.016017,Seawoods Grand Central,Suspicious Activity / Loitering,1,Night (21-6),2024-01-10
INC00378,19.031092,73.024522,Nerul Balaji Mandir Area,Kidnapping Attempt,5,Evening (17-21),2025-05-18
INC00379,19.046681,73.026551,DY Patil Stadium Area,Stalking,2,Evening (17-21),2024-08-13
INC00380,19.007762,73.015299,Seawoods Grand Central,Theft,2,Night (21-6),2025-08-02
INC00381,19.034398,73.018906,Nerul Balaji Mandir Area,Eve Teasing / Harassment,2,Night (21-6),2025-01-10
INC00382,19.032581,73.013333,Nerul Sector 3,Suspicious Activity / Loitering,1,Night (21-6),2024-04-14
INC00383,19.016382,73.026995,Nerul Sector 40,Suspicious Activity / Loitering,1,Evening (17-21),2024-03-30
INC00384,19.032922,73.026939,"Juhu Nagar, Nerul",Molestation,4,Night (21-6),2025-08-25
INC00385,19.037888,73.010882,Nerul West,Robbery,4,Evening (17-21),2024-07-30
INC00386,19.032444,73.008561,Nerul Sector 28,Kidnapping Attempt,5,Evening (17-21),2024-06-21
INC00387,19.040332,73.014841,Nerul Lake Garden,Domestic Violence (reported outdoors),3,Night (21-6),2025-06-10
INC00388,19.042585,73.016001,Nerul Sector 21,Robbery,3,Night (21-6),2025-11-02
INC00389,19.034611,73.021562,Nerul Sector 22,Stalking,3,Night (21-6),2025-11-23
INC00390,19.034916,73.028619,Nerul East,Theft,3,Evening (17-21),2024-03-18
INC00391,19.039723,73.012998,Nerul Sector 20,Assault,5,Night (21-6),2024-12-01
INC00392,19.036851,73.022477,Nerul Railway Station Area,Eve Teasing / Harassment,3,Evening (17-21),2025-12-15
INC00393,19.037801,73.012365,Nerul West,Robbery,4,Night (21-6),2024-08-04
INC00394,19.032148,73.024627,Nerul Balaji Mandir Area,Assault,4,Evening (17-21),2025-05-11
INC00395,19.039653,73.018598,Nerul Lake Garden,Chain Snatching,2,Evening (17-21),2025-04-15
INC00396,19.030894,73.022561,Nerul Railway Station Area,Suspicious Activity / Loitering,2,Morning (6-12),2025-03-14
INC00397,19.033966,73.011275,Nerul Sector 28,Theft,2,Night (21-6),2024-10-07
INC00398,19.041737,73.009003,Nerul Sector 20,Assault,4,Morning (6-12),2025-10-02
INC00399,19.013308,73.019542,Seawoods Grand Central,Robbery,3,Night (21-6),2024-01-02
INC00400,19.029814,73.005062,Nerul Sector 28,Molestation,5,Morning (6-12),2025-12-13
INC00401,19.039037,73.020405,Nerul Lake Garden,Robbery,4,Evening (17-21),2024-08-22
INC00402,19.031715,73.030448,Nerul East,Eve Teasing / Harassment,2,Evening (17-21),2024-11-02
INC00403,19.032062,73.027007,Nerul Sector 22,Stalking,3,Morning (6-12),2025-07-30
INC00404,19.034783,73.017013,Nerul Railway Station Area,Assault,4,Evening (17-21),2024-06-04
INC00405,19.045929,73.026539,DY Patil Stadium Area,Molestation,3,Night (21-6),2024-05-23
INC00406,19.046217,73.013072,Nerul Sector 21,Robbery,4,Night (21-6),2024-09-10
INC00407,19.013657,73.016985,Nerul Sector 50 (Seawoods),Domestic Violence (reported outdoors),4,Night (21-6),2025-12-08
INC00408,19.036683,73.020967,Nerul Railway Station Area,Theft,2,Evening (17-21),2025-06-05
INC00409,19.031983,73.006364,Nerul Sector 28,Chain Snatching,3,Evening (17-21),2024-04-25
INC00410,19.017997,73.023751,Nerul Sector 40,Kidnapping Attempt,4,Night (21-6),2024-11-20
INC00411,19.032095,73.027212,Nerul Sector 22,Robbery,4,Evening (17-21),2024-06-25
INC00412,19.037636,73.024163,Nerul Balaji Mandir Area,Chain Snatching,2,Morning (6-12),2024-08-08
INC00413,19.043181,73.019289,Nerul Sector 19A,Robbery,4,Evening (17-21),2025-05-28
INC00414,19.044389,73.026218,DY Patil Stadium Area,Kidnapping Attempt,5,Afternoon (12-17),2024-11-13
INC00415,19.04059,73.008626,Nerul Sector 20,Stalking,3,Evening (17-21),2025-10-11
INC00416,19.038981,73.0105,Nerul Sector 20,Molestation,3,Afternoon (12-17),2025-03-20
INC00417,19.045127,73.014871,Nerul Sector 21,Theft,2,Morning (6-12),2025-12-25
INC00418,19.034612,73.021811,Nerul Sector 22,Assault,4,Afternoon (12-17),2024-05-09
INC00419,19.014363,73.015944,Nerul Sector 50 (Seawoods),Chain Snatching,4,Night (21-6),2024-10-05
INC00420,19.033511,73.024699,Nerul Sector 8,Domestic Violence (reported outdoors),3,Evening (17-21),2025-06-07
INC00421,19.031444,73.012875,Nerul West,Stalking,3,Afternoon (12-17),2024-04-15
INC00422,19.043327,73.014071,Nerul Sector 21,Chain Snatching,2,Afternoon (12-17),2025-04-28
INC00423,19.034064,73.007201,Nerul West,Chain Snatching,4,Afternoon (12-17),2024-09-11
INC00424,19.048327,73.025559,DY Patil Stadium Area,Eve Teasing / Harassment,2,Morning (6-12),2025-11-20
INC00425,19.037235,73.018135,Nerul Sector 19A,Chain Snatching,4,Morning (6-12),2025-04-21
INC00426,19.013688,73.015986,Seawoods Grand Central,Eve Teasing / Harassment,3,Morning (6-12),2024-07-24
INC00427,19.01201,73.015931,Seawoods Grand Central,Domestic Violence (reported outdoors),3,Evening (17-21),2025-08-28
INC00428,19.037982,73.024207,Nerul Balaji Mandir Area,Kidnapping Attempt,5,Afternoon (12-17),2025-02-23
INC00429,19.031764,73.018471,Nerul Railway Station Area,Chain Snatching,3,Morning (6-12),2025-11-04
INC00430,19.037792,73.029818,Nerul East,Eve Teasing / Harassment,2,Evening (17-21),2024-08-31
INC00431,19.044936,73.023479,DY Patil Stadium Area,Stalking,3,Morning (6-12),2024-08-25
INC00432,19.036304,73.026165,Nerul Sector 8,Suspicious Activity / Loitering,1,Evening (17-21),2025-06-01
INC00433,19.034098,73.023655,Nerul Sector 22,Domestic Violence (reported outdoors),2,Evening (17-21),2024-05-13
INC00434,19.016333,73.025807,Nerul Sector 40,Robbery,4,Evening (17-21),2024-10-05
INC00435,19.014597,73.020622,Nerul Sector 40,Domestic Violence (reported outdoors),2,Afternoon (12-17),2024-06-17
INC00436,19.029728,73.029252,"Juhu Nagar, Nerul",Kidnapping Attempt,5,Night (21-6),2024-07-31
INC00437,19.028466,73.02812,"Juhu Nagar, Nerul",Eve Teasing / Harassment,1,Afternoon (12-17),2025-12-03
INC00438,19.014111,73.019075,Seawoods Grand Central,Chain Snatching,3,Night (21-6),2024-12-01
INC00439,19.02973,73.022486,Nerul Sector 22,Assault,5,Evening (17-21),2025-11-24
INC00440,19.009581,73.021425,Seawoods Grand Central,Chain Snatching,4,Night (21-6),2025-07-23
INC00441,19.027999,73.016696,Nerul Sector 3,Stalking,2,Morning (6-12),2024-08-15
INC00442,19.030585,73.023705,Nerul Sector 22,Eve Teasing / Harassment,2,Night (21-6),2024-03-17
INC00443,19.037877,73.017282,Nerul Railway Station Area,Suspicious Activity / Loitering,1,Morning (6-12),2024-12-05
INC00444,19.041842,73.013688,Nerul Sector 21,Stalking,4,Night (21-6),2025-02-08
INC00445,19.030236,73.023466,Nerul Balaji Mandir Area,Stalking,3,Afternoon (12-17),2024-07-10
INC00446,19.010739,73.022067,Nerul Sector 50 (Seawoods),Chain Snatching,4,Evening (17-21),2025-05-25
INC00447,19.048062,73.026832,DY Patil Stadium Area,Eve Teasing / Harassment,2,Evening (17-21),2025-03-05
INC00448,19.031141,73.010378,Nerul Sector 28,Molestation,3,Night (21-6),2025-12-31
INC00449,19.034837,73.012251,Nerul West,Assault,4,Evening (17-21),2024-07-03
INC00450,19.032451,73.017452,Nerul Railway Station Area,Theft,1,Night (21-6),2025-04-28
INC00451,19.035859,73.023672,Nerul Sector 8,Molestation,5,Morning (6-12),2025-11-03
INC00452,19.016132,73.02553,Nerul Sector 40,Chain Snatching,3,Evening (17-21),2025-02-01
INC00453,19.038482,73.013932,Nerul West,Stalking,3,Afternoon (12-17),2024-11-21
INC00454,19.038312,73.006226,Nerul West,Assault,4,Evening (17-21),2024-07-11
INC00455,19.034337,73.019404,Nerul Balaji Mandir Area,Chain Snatching,2,Morning (6-12),2025-09-08
INC00456,19.014159,73.022824,Nerul Sector 40,Assault,4,Night (21-6),2024-12-14
INC00457,19.03135,73.023754,Nerul Sector 23,Assault,3,Morning (6-12),2025-08-23
INC00458,19.035195,73.027272,Nerul Sector 22,Assault,3,Evening (17-21),2025-11-09
INC00459,19.035688,73.026692,Nerul East,Assault,4,Night (21-6),2025-03-23
INC00460,19.035193,73.019394,Nerul Balaji Mandir Area,Kidnapping Attempt,5,Afternoon (12-17),2025-08-26
INC00461,19.027027,73.022872,Nerul Sector 23,Theft,2,Afternoon (12-17),2024-01-02
INC00462,19.037806,73.030167,Nerul East,Domestic Violence (reported outdoors),2,Afternoon (12-17),2024-11-21
INC00463,19.019117,73.019833,Nerul Sector 40,Suspicious Activity / Loitering,1,Evening (17-21),2024-03-20
INC00464,19.016774,73.021556,Nerul Sector 40,Eve Teasing / Harassment,2,Evening (17-21),2024-09-28
INC00465,19.027996,73.004542,Nerul Sector 28,Theft,1,Night (21-6),2024-02-19
INC00466,19.034506,73.027357,Nerul East,Stalking,4,Evening (17-21),2025-01-22
INC00467,19.035368,73.006811,Nerul West,Suspicious Activity / Loitering,1,Afternoon (12-17),2024-03-16
INC00468,19.038159,73.01425,Nerul Sector 19A,Eve Teasing / Harassment,1,Evening (17-21),2025-01-19
INC00469,19.029856,73.021376,Nerul Sector 23,Eve Teasing / Harassment,2,Evening (17-21),2025-09-20
INC00470,19.035636,73.021451,Nerul Balaji Mandir Area,Stalking,4,Afternoon (12-17),2024-04-13
INC00471,19.034144,73.01402,Nerul Lake Garden,Kidnapping Attempt,5,Night (21-6),2024-10-31
INC00472,19.014767,73.022143,Nerul Sector 40,Kidnapping Attempt,5,Afternoon (12-17),2025-01-04
INC00473,19.033321,73.018056,Nerul Railway Station Area,Domestic Violence (reported outdoors),4,Afternoon (12-17),2024-01-27
INC00474,19.027367,73.006334,Nerul Sector 28,Eve Teasing / Harassment,3,Night (21-6),2024-11-11
INC00475,19.034768,73.031159,Nerul East,Theft,1,Evening (17-21),2025-01-31
INC00476,19.026968,73.020052,Nerul Sector 23,Stalking,4,Morning (6-12),2025-03-26
INC00477,19.028107,73.032697,"Juhu Nagar, Nerul",Domestic Violence (reported outdoors),2,Afternoon (12-17),2025-12-14
INC00478,19.042186,73.01275,Nerul Sector 21,Kidnapping Attempt,5,Night (21-6),2025-08-26
INC00479,19.018429,73.025726,Nerul Sector 40,Kidnapping Attempt,5,Night (21-6),2025-12-04
INC00480,19.034582,73.019885,Nerul Balaji Mandir Area,Theft,1,Evening (17-21),2024-02-05
INC00481,19.03757,73.023135,Nerul Sector 8,Domestic Violence (reported outdoors),4,Morning (6-12),2025-04-04
INC00482,19.031592,73.018337,Nerul Sector 23,Molestation,4,Morning (6-12),2025-03-09
INC00483,19.044406,73.010483,Nerul Sector 20,Stalking,3,Evening (17-21),2024-03-09
INC00484,19.039605,73.010179,Nerul Sector 20,Assault,4,Evening (17-21),2024-01-13
INC00485,19.039253,73.0199,Nerul Sector 8,Stalking,4,Evening (17-21),2025-08-19
INC00486,19.048899,73.014501,Nerul Sector 21,Eve Teasing / Harassment,2,Night (21-6),2024-12-18
INC00487,19.043113,73.028238,DY Patil Stadium Area,Domestic Violence (reported outdoors),4,Morning (6-12),2024-10-09
INC00488,19.032151,73.028869,Nerul East,Robbery,3,Evening (17-21),2024-12-05
INC00489,19.014394,73.022802,Nerul Sector 40,Theft,2,Morning (6-12),2024-11-06
INC00490,19.009743,73.017433,Seawoods Grand Central,Eve Teasing / Harassment,2,Morning (6-12),2025-03-29
INC00491,19.034655,73.015834,Nerul Lake Garden,Eve Teasing / Harassment,2,Evening (17-21),2025-02-20
INC00492,19.036076,73.024938,Nerul Balaji Mandir Area,Chain Snatching,3,Morning (6-12),2025-12-27
INC00493,19.036227,73.025244,Nerul Sector 8,Kidnapping Attempt,5,Afternoon (12-17),2024-07-24
INC00494,19.037796,73.015352,Nerul Sector 19A,Assault,4,Afternoon (12-17),2025-04-20
INC00495,19.036176,73.026385,Nerul Sector 8,Chain Snatching,4,Evening (17-21),2025-08-31
INC00496,19.027421,73.032964,"Juhu Nagar, Nerul",Domestic Violence (reported outdoors),3,Evening (17-21),2024-09-21
INC00497,19.038781,73.010093,Nerul Sector 20,Stalking,3,Night (21-6),2025-10-24
INC00498,19.019422,73.021153,Nerul Sector 40,Robbery,3,Night (21-6),2025-11-29
INC00499,19.033693,73.016759,Nerul Railway Station Area,Stalking,2,Afternoon (12-17),2025-09-14
INC00500,19.013202,73.019175,Seawoods Grand Central,Theft,3,Night (21-6),2024-12-23
INC00501,19.028016,73.029734,"Juhu Nagar, Nerul",Kidnapping Attempt,5,Evening (17-21),2024-01-08
INC00502,19.040995,73.026732,Nerul Sector 8,Assault,5,Afternoon (12-17),2024-04-20
INC00503,19.030511,73.025907,Nerul Balaji Mandir Area,Assault,4,Afternoon (12-17),2025-12-29
INC00504,19.009007,73.017638,Seawoods Grand Central,Molestation,3,Night (21-6),2025-09-06
INC00505,19.036284,73.029446,Nerul East,Chain Snatching,4,Night (21-6),2024-09-22
INC00506,19.044237,73.028894,DY Patil Stadium Area,Domestic Violence (reported outdoors),3,Evening (17-21),2025-12-31
INC00507,19.019491,73.024107,Nerul Sector 40,Suspicious Activity / Loitering,1,Evening (17-21),2024-06-23
INC00508,19.027449,73.013781,Nerul Sector 3,Stalking,3,Night (21-6),2025-07-26
INC00509,19.031575,73.024197,Nerul Sector 23,Eve Teasing / Harassment,2,Evening (17-21),2024-11-10
INC00510,19.047305,73.025651,DY Patil Stadium Area,Theft,2,Evening (17-21),2024-04-30
INC00511,19.030429,73.023075,Nerul Balaji Mandir Area,Domestic Violence (reported outdoors),2,Evening (17-21),2024-07-18
INC00512,19.033959,73.024446,Nerul Sector 8,Kidnapping Attempt,5,Evening (17-21),2024-06-03
INC00513,19.036939,73.023241,Nerul Sector 22,Domestic Violence (reported outdoors),4,Morning (6-12),2024-07-03
INC00514,19.040401,73.012048,Nerul Sector 20,Stalking,3,Evening (17-21),2024-01-05
INC00515,19.028188,73.03209,"Juhu Nagar, Nerul",Stalking,3,Evening (17-21),2024-03-31
INC00516,19.033916,73.025568,Nerul Sector 22,Robbery,5,Night (21-6),2025-01-27
INC00517,19.030202,73.017295,Nerul Railway Station Area,Assault,3,Night (21-6),2025-06-27
INC00518,19.026143,73.004033,Nerul Sector 28,Molestation,4,Night (21-6),2024-12-18
INC00519,19.008531,73.016568,Seawoods Grand Central,Domestic Violence (reported outdoors),3,Afternoon (12-17),2024-02-16
INC00520,19.015088,73.017147,Seawoods Grand Central,Kidnapping Attempt,5,Evening (17-21),2025-12-04
INC00521,19.031742,73.027711,Nerul Sector 22,Assault,4,Afternoon (12-17),2025-02-17
INC00522,19.031727,73.021517,Nerul Railway Station Area,Stalking,3,Night (21-6),2025-08-26
INC00523,19.034352,73.021933,Nerul Sector 8,Chain Snatching,5,Night (21-6),2024-09-18
INC00524,19.030985,73.017751,Nerul Sector 3,Chain Snatching,2,Night (21-6),2024-01-21
INC00525,19.041318,73.015034,Nerul Sector 19A,Robbery,3,Evening (17-21),2025-04-30
INC00526,19.030644,73.025986,Nerul Sector 22,Chain Snatching,3,Evening (17-21),2024-04-13
INC00527,19.03516,73.023845,Nerul Sector 8,Stalking,5,Night (21-6),2024-04-17
INC00528,19.03875,73.019942,Nerul Sector 8,Eve Teasing / Harassment,2,Evening (17-21),2025-09-15
INC00529,19.032224,73.010652,Nerul Sector 28,Molestation,4,Night (21-6),2024-10-29
INC00530,19.024315,73.020971,Nerul Sector 23,Molestation,5,Evening (17-21),2024-01-03
INC00531,19.035273,73.022955,Nerul Railway Station Area,Domestic Violence (reported outdoors),4,Morning (6-12),2024-04-02
INC00532,19.0336,73.024789,Nerul Sector 8,Theft,3,Evening (17-21),2024-10-30
INC00533,19.012214,73.015798,Nerul Sector 50 (Seawoods),Stalking,3,Night (21-6),2025-01-03
INC00534,19.035908,73.013427,Nerul Lake Garden,Chain Snatching,2,Night (21-6),2025-11-10
INC00535,19.026629,73.024156,Nerul Sector 23,Domestic Violence (reported outdoors),3,Night (21-6),2024-04-05
INC00536,19.03752,73.007463,Nerul West,Robbery,5,Night (21-6),2024-10-05
INC00537,19.036519,73.027826,Nerul East,Robbery,4,Morning (6-12),2025-12-13
INC00538,19.043653,73.018455,Nerul Sector 19A,Eve Teasing / Harassment,3,Night (21-6),2025-05-09
INC00539,19.02745,73.029038,"Juhu Nagar, Nerul",Assault,3,Night (21-6),2024-05-13
INC00540,19.037363,73.018903,Nerul Balaji Mandir Area,Robbery,5,Morning (6-12),2024-09-24
INC00541,19.032599,73.019447,Nerul Lake Garden,Kidnapping Attempt,5,Night (21-6),2025-11-16
INC00542,19.036653,73.018006,Nerul Lake Garden,Domestic Violence (reported outdoors),2,Evening (17-21),2024-09-11
